"File"	"Group"	"X."	"duration"	"interval"	"disttomax"	"start.time"	"end.time"	"peak.freq.start."	"peak.ampl.start."	"min.freq.start."	"max.freq.start."	"bandw.start."	"peak.freq.end."	"peak.ampl.end."	"min.freq.end."	"max.freq.end."	"bandw.end."	"peak.freq.centre."	"peak.ampl.centre."	"min.freq.centre."	"max.freq.centre."	"bandw.centre."	"peak.freq.max."	"peak.ampl.max."	"min.freq.max."	"max.freq.max."	"bandw.max."	"Especie"
"317"	"2020-02-23 23-59-24"	3	7	0.0016	"0.31640000000000001"	8e-04	0.7453	0.7469	45326	-58.96	29375	75625	46250	45265	-62.31	29062	75312	46250	45296	-56.07	29062	75625	46562	45296	-56.07	29062	75625	46562	"Phyllostomus hastatus"
"318"	"2020-02-23 23-59-24"	3	8	0.0016	"4.2799999999999998E-2"	8e-04	0.7881	0.7897	45314	-61.61	29062	75312	46250	45058	-61.2	28750	75000	46250	45260	-57.03	29062	75000	45937	45260	-57.03	29062	75000	45937	"Phyllostomus hastatus"
"319"	"2020-02-23 23-59-24"	3	9	8e-04	"7.5999999999999998E-2"	4e-04	0.8641	0.8649	32823	-63.55	25312	50625	25312	32826	-61.99	25625	50312	24687	32828	-61.64	26250	50312	24062	32828	-61.64	26250	50312	24062	"Phyllostomus hastatus"
"320"	"2020-02-24 00-00-18"	1	1	8e-04	"_"	4e-04	0.0201	0.0209	30910	-57.56	28125	61250	33125	30901	-58.42	26875	61250	34375	30903	-56.88	27187	61250	34062	30903	-56.88	27187	61250	34062	"Phyllostomus hastatus"
"321"	"2020-02-24 00-00-18"	1	2	8e-04	"0.14480000000000001"	4e-04	0.1649	0.1657	31269	-58.28	27812	62187	34375	31276	-57.76	26875	61250	34375	31270	-56.97	27187	61250	34062	31270	-56.97	27187	61250	34062	"Phyllostomus hastatus"
"322"	"2020-02-24 00-00-18"	1	3	0.0016	"0.15160000000000001"	8e-04	0.3165	0.3181	30995	-58.24	28750	49375	20625	30693	-58.38	27812	60000	32187	30955	-53.81	28437	58125	29687	30955	-53.81	28437	58125	29687	"Phyllostomus hastatus"
"323"	"2020-02-24 00-00-18"	1	4	0.002	"0.1628"	0.0012	0.4793	0.4813	31530	-59.48	28125	63750	35625	43120	-57.56	27500	63750	36250	31003	-52.28	28437	63437	35000	30976	-51.94	28437	63437	35000	"Phyllostomus hastatus"
"324"	"2020-02-24 00-00-18"	2	1	0.002	"_"	8e-04	0.0041	0.0061	31243	-54.46	28750	50000	21250	43406	-53.43	26875	62812	35937	31203	-47.98	28437	61250	32812	31203	-47.98	28437	61250	32812	"Phyllostomus hastatus"
"325"	"2020-02-24 00-00-18"	2	2	0.0016	"0.18840000000000001"	8e-04	0.1925	0.1941	43474	-52.63	28437	61562	33125	43356	-53.74	26875	60625	33750	43413	-48.67	28750	59687	30937	43413	-48.67	28750	59687	30937	"Phyllostomus hastatus"
"326"	"2020-02-24 00-00-18"	2	3	0.002	"0.22040000000000001"	0.0012	0.4129	0.4149	30640	-53.57	28437	61250	32812	42166	-52.42	26875	59375	32500	43408	-47.67	28125	60937	32812	42514	-47.38	28125	60937	32812	"Phyllostomus hastatus"
"327"	"2020-02-24 00-00-18"	2	4	4e-04	"0.218"	0	0.6309	0.6313	42159	-54.89	14062	58125	44062	41940	-55.42	27187	57812	30625	42159	-54.89	14062	58125	44062	42159	-54.89	14062	58125	44062	"Phyllostomus hastatus"
"328"	"2020-02-24 00-00-18"	2	5	0.0012	"0.1988"	4e-04	0.8297	0.8309	43123	-54.5	28437	60937	32500	42505	-54.76	28750	60312	31562	43092	-52.52	28437	60625	32187	43092	-52.52	28437	60625	32187	"Phyllostomus hastatus"
"329"	"2020-02-24 00-00-18"	2	6	0.002	"0.17080000000000001"	0.0012	1.0005	1.0025	44662	-54.25	28750	63125	34375	42254	-52.97	28750	60625	31875	43411	-47.48	28750	62500	33750	43115	-47.09	28750	62187	33437	"Phyllostomus hastatus"
"330"	"2020-02-24 00-00-18"	2	7	8e-04	"0.15759999999999999"	4e-04	1.1581	1.1589	43106	-53.34	28437	61562	33125	42221	-53.95	28750	60937	32187	42505	-52.71	28750	60937	32187	42505	-52.71	28750	60937	32187	"Phyllostomus hastatus"
"331"	"2020-02-24 00-00-18"	2	8	4e-04	"0.19159999999999999"	0	1.3497	1.3501	43143	-54.75	28750	48437	19687	43108	-54.15	28750	57500	28750	43143	-54.75	28750	48437	19687	43143	-54.75	28750	48437	19687	"Phyllostomus hastatus"
"332"	"2020-02-24 00-00-18"	2	9	0.0016	"0.22"	8e-04	1.5697	1.5713	44080	-52.98	28750	62500	33750	43106	-53.72	28750	60312	31562	43456	-49.49	28750	62187	33437	43456	-49.49	28750	62187	33437	"Phyllostomus hastatus"
"333"	"2020-02-24 00-00-18"	2	10	8e-04	"0.20480000000000001"	4e-04	1.7745	1.7753	43128	-53.5	28437	60000	31562	42796	-53.27	28437	59687	31250	42836	-52.33	28437	59687	31250	42836	-52.33	28437	59687	31250	"Phyllostomus hastatus"
"334"	"2020-02-24 00-00-18"	3	1	4e-04	"_"	0	0.0092	0.0096	32505	-63.27	14062	49062	35000	32516	-63.44	14062	49062	35000	32505	-63.27	14062	49062	35000	32505	-63.27	14062	49062	35000	"Phyllostomus hastatus"
"335"	"2020-02-24 00-00-18"	3	2	0.0016	"0.41760000000000003"	8e-04	0.4268	0.4284	43105	-62.18	28125	49062	20937	42809	-63.29	15000	48125	33125	42831	-58.42	27500	48750	21250	42831	-58.42	27500	48750	21250	"Phyllostomus hastatus"
"336"	"2020-02-24 00-00-18"	3	3	8e-04	"0.21920000000000001"	4e-04	0.646	0.6468	43083	-61.6	27500	49062	21562	42881	-62.18	26562	48750	22187	42884	-60.92	27500	48750	21250	42884	-60.92	27500	48750	21250	"Phyllostomus hastatus"
"337"	"2020-02-24 00-00-18"	3	4	0.002	"0.19359999999999999"	0.0012	0.8396	0.8416	31846	-62.88	13750	62187	48437	42518	-63.15	26250	72187	45937	43759	-57.95	28437	64062	35625	43751	-57.91	28437	64062	35625	"Phyllostomus hastatus"
"338"	"2020-02-24 00-00-18"	3	5	0.0012	"4.3200000000000002E-2"	4e-04	0.8828	0.884	43159	-61.86	28437	62500	34062	43091	-62.59	28125	60937	32812	43126	-59.9	28437	60937	32500	43126	-59.9	28437	60937	32500	"Phyllostomus hastatus"
"339"	"2020-02-24 00-00-18"	3	6	4e-04	"4.4400000000000002E-2"	0	0.9272	0.9276	43114	-63.49	18125	61562	43437	43113	-63.49	17500	61562	44062	43114	-63.49	18125	61562	43437	43114	-63.49	18125	61562	43437	"Phyllostomus hastatus"
"340"	"2020-02-24 00-00-18"	3	7	0.0012	"4.8800000000000003E-2"	8e-04	0.976	0.9772	43099	-63.25	28125	61875	33750	43132	-62.45	28437	61250	32812	43080	-61.03	28437	61562	33125	43086	-60.79	28437	61562	33125	"Phyllostomus hastatus"
"341"	"2020-02-24 00-00-18"	3	8	8e-04	"0.17080000000000001"	4e-04	1.1468	1.1476	30653	-61.91	27812	61562	33750	43331	-63.29	27187	60937	33750	30627	-61.85	27500	61250	33750	30627	-61.85	27500	61250	33750	"Phyllostomus hastatus"
"342"	"2020-02-24 00-00-18"	3	9	8e-04	"0.33400000000000002"	4e-04	1.4808	1.4816	30362	-63.03	22812	60625	37812	43700	-61.91	26562	60625	34062	43712	-61.56	26875	60625	33750	43712	-61.56	26875	60625	33750	"Phyllostomus hastatus"
"343"	"2020-02-24 00-00-18"	3	10	8e-04	"0.18360000000000001"	4e-04	1.6644	1.6652	43710	-62.88	26875	57187	30312	43693	-63.05	27187	61875	34687	43686	-61.97	28125	57500	29375	43686	-61.97	28125	57500	29375	"Phyllostomus hastatus"
"344"	"2020-02-24 00-00-18"	3	11	0.0012	"0.18240000000000001"	8e-04	1.8468	1.848	30670	-61.71	28437	78750	50312	43144	-62.18	28437	75000	46562	43397	-60.34	28437	78437	50000	43162	-60.2	28437	77187	48750	"Phyllostomus hastatus"
"345"	"2020-02-24 00-00-18"	3	12	0.0024	"0.34439999999999998"	0.0012	2.1912	2.1936	32526	-62.89	15625	61875	46250	42877	-62.72	15312	61875	46562	32512	-55.58	28437	62812	34375	32512	-55.58	28437	62812	34375	"Phyllostomus hastatus"
"346"	"2020-02-24 00-00-18"	4	1	8e-04	"_"	4e-04	0.0182	0.019	43157	-58.06	27812	49375	21562	43116	-58.65	27812	49062	21250	43138	-57.38	27812	49062	21250	43138	-57.38	27812	49062	21250	"Phyllostomus hastatus"
"347"	"2020-02-24 00-00-18"	4	2	0.0012	"0.1676"	4e-04	0.1858	0.187	43439	-57.74	27812	49375	21562	43167	-59.53	27500	60000	32500	43184	-56.41	27812	49375	21562	43184	-56.41	27812	49375	21562	"Phyllostomus hastatus"
"348"	"2020-02-24 00-00-18"	4	3	8e-04	"0.34200000000000003"	4e-04	0.5278	0.5286	44357	-59.63	25937	62187	36250	42848	-59.25	25937	74687	48750	44354	-58.72	25937	62187	36250	44354	-58.72	25937	62187	36250	"Phyllostomus hastatus"
"349"	"2020-02-24 00-00-18"	4	4	4e-04	"0.35799999999999998"	0	0.8858	0.8862	30565	-60.13	24687	73125	48437	30536	-61.88	20312	73125	52812	30565	-60.13	24687	73125	48437	30565	-60.13	24687	73125	48437	"Phyllostomus hastatus"
"350"	"2020-02-24 00-00-18"	4	5	0.0016	"0.17399999999999999"	8e-04	1.0598	1.0614	44073	-56.57	28437	75937	47500	42523	-56.99	27812	75937	48125	43434	-52.58	28125	73437	45312	43434	-52.58	28125	73437	45312	"Phyllostomus hastatus"
"351"	"2020-02-24 00-00-18"	4	6	0.0016	"6.1600000000000002E-2"	8e-04	1.1214	1.123	43765	-56.25	28125	75000	46875	43447	-57.68	28750	74687	45937	43704	-52.4	28437	74687	46250	43704	-52.4	28437	74687	46250	"Phyllostomus hastatus"
"352"	"2020-02-24 00-00-18"	5	1	0.002	"_"	8e-04	0.0178	0.0198	31897	-56.88	29062	65000	35937	42631	-58.39	28125	75625	47500	31871	-51.81	28437	75625	47187	31871	-51.81	28437	75625	47187	"Phyllostomus hastatus"
"353"	"2020-02-24 00-00-18"	5	2	0.0012	"6.6000000000000003E-2"	4e-04	0.0838	0.085	31272	-59.15	26875	60625	33750	30729	-59.68	26562	61562	35000	30994	-57.33	26875	60312	33437	30994	-57.33	26875	60312	33437	"Phyllostomus hastatus"
"354"	"2020-02-24 00-00-18"	5	3	8e-04	"7.9200000000000007E-2"	4e-04	0.163	0.1638	31854	-57.71	28125	49062	20937	31823	-57.85	27812	49062	21250	31838	-56.69	27812	48750	20937	31838	-56.69	27812	48750	20937	"Phyllostomus hastatus"
"355"	"2020-02-24 00-00-18"	5	4	4e-04	"0.2752"	0	0.4382	0.4386	31857	-59.72	15937	49062	33125	31852	-60.48	15000	48750	33750	31857	-59.72	15937	49062	33125	31857	-59.72	15937	49062	33125	"Phyllostomus hastatus"
"356"	"2020-02-24 00-00-18"	6	1	0.002	"_"	0.0012	0.0079	0.0099	44074	-55.07	27500	74375	46875	43717	-54.38	28437	74062	45625	43758	-47.68	27812	74375	46562	43744	-47.52	28125	74375	46250	"Phyllostomus hastatus"
"357"	"2020-02-24 00-00-18"	6	2	0.0012	"3.7600000000000001E-2"	4e-04	0.0455	0.0467	30955	-53.74	28437	77812	49375	42523	-54.6	28437	75625	47187	43737	-51.83	28437	76875	48437	43737	-51.83	28437	76875	48437	"Phyllostomus hastatus"
"358"	"2020-02-24 00-00-18"	6	3	4e-04	"3.6400000000000002E-2"	0	0.0819	0.0823	42512	-54.87	28125	73125	45000	42500	-54.64	28125	72812	44687	42512	-54.87	28125	73125	45000	42512	-54.87	28125	73125	45000	"Phyllostomus hastatus"
"359"	"2020-02-24 00-00-18"	6	4	0.0016	"5.28E-2"	8e-04	0.1347	0.1363	45314	-54.11	28125	78437	50312	41879	-53.78	28125	75937	47812	42172	-50.25	27812	78437	50625	42172	-50.25	27812	78437	50625	"Phyllostomus hastatus"
"360"	"2020-02-24 00-00-18"	6	5	8e-04	"3.9199999999999999E-2"	4e-04	0.1739	0.1747	44984	-54.36	27500	78437	50937	41865	-53.54	28125	78437	50312	41881	-53.12	27812	78437	50625	41881	-53.12	27812	78437	50625	"Phyllostomus hastatus"
"361"	"2020-02-24 00-00-18"	6	6	4e-04	"3.6400000000000002E-2"	0	0.2103	0.2107	44985	-54.24	28125	79375	51250	41877	-54.41	28125	79062	50937	44985	-54.24	28125	79375	51250	44985	-54.24	28125	79375	51250	"Phyllostomus hastatus"
"362"	"2020-02-24 00-00-18"	6	7	0.0012	"4.9599999999999998E-2"	4e-04	0.2599	0.2611	44680	-52.25	27812	82812	55000	44664	-54.33	25937	84687	58750	44673	-50.58	27812	84062	56250	44673	-50.58	27812	84062	56250	"Phyllostomus hastatus"
"363"	"2020-02-24 00-00-18"	6	8	0.0016	"3.1199999999999999E-2"	8e-04	0.2911	0.2927	44680	-54.38	28125	84062	55937	44390	-53.32	26875	84687	57812	44658	-49.08	27187	84375	57187	44658	-49.08	27187	84375	57187	"Phyllostomus hastatus"
"364"	"2020-02-24 00-00-18"	6	9	0.0012	"2.64E-2"	8e-04	0.3175	0.3187	44376	-53.69	27812	83437	55625	44348	-52.23	27812	84687	56875	44366	-50.85	27812	84062	56250	44357	-50.39	27812	84375	56562	"Phyllostomus hastatus"
"365"	"2020-02-24 00-00-18"	6	10	0.0016	"3.1600000000000003E-2"	8e-04	0.3491	0.3507	44689	-54.86	26250	84062	57812	44372	-51.28	26250	84375	58125	44655	-48.31	26250	84062	57812	44655	-48.31	26250	84062	57812	"Phyllostomus hastatus"
"366"	"2020-02-24 00-00-18"	6	11	0.0016	"2.0400000000000001E-2"	8e-04	0.3695	0.3711	44688	-54.58	25937	83125	57187	44652	-51.09	26875	83750	56875	44666	-48.05	26875	83437	56562	44666	-48.05	26875	83437	56562	"Phyllostomus hastatus"
"367"	"2020-02-24 00-00-18"	6	12	4e-04	"1.9199999999999998E-2"	0	0.3887	0.3891	41237	-55.37	27187	60625	33437	41218	-56.55	27187	60312	33125	41237	-55.37	27187	60625	33437	41237	-55.37	27187	60625	33437	"Phyllostomus hastatus"
"368"	"2020-02-24 00-00-18"	6	13	0.002	"0.10639999999999999"	0.0012	0.4951	0.4971	43745	-54.62	27187	72187	45000	43420	-54.31	30937	60937	30000	43483	-47.45	28125	63750	35625	43471	-47.39	27812	63125	35312	"Phyllostomus hastatus"
"369"	"2020-02-24 00-00-18"	6	14	0.0016	"2.7199999999999998E-2"	8e-04	0.5223	0.5239	43468	-52.63	29062	79687	50625	43191	-54.85	28437	75937	47500	43442	-49.11	28437	75937	47500	43442	-49.11	28437	75937	47500	"Phyllostomus hastatus"
"370"	"2020-02-24 00-00-18"	6	15	0.0012	"2.7199999999999998E-2"	8e-04	0.5495	0.5507	43762	-52.51	25312	78125	52812	43739	-51.9	25937	76562	50625	43755	-49.99	25312	77812	52500	43748	-49.8	25937	77812	51875	"Phyllostomus hastatus"
"371"	"2020-02-24 00-00-18"	7	1	0.0016	"_"	8e-04	0.0112	0.0128	42819	-60.82	26250	60000	33750	41244	-60.44	28750	56875	28125	41290	-56.62	28750	60000	31250	41290	-56.62	28750	60000	31250	"Phyllostomus hastatus"
"372"	"2020-02-24 00-00-18"	7	2	8e-04	"0.02"	4e-04	0.0312	0.032	42163	-60.19	27187	56250	29062	42139	-61.4	25312	56250	30937	42151	-59.68	26875	56250	29375	42151	-59.68	26875	56250	29375	"Phyllostomus hastatus"
"373"	"2020-02-24 00-00-18"	7	3	0.0016	"1.9199999999999998E-2"	8e-04	0.0504	0.052	43131	-58.63	28125	74062	45937	42495	-57.27	27812	72812	45000	43092	-53.44	28125	74062	45937	43092	-53.44	28125	74062	45937	"Phyllostomus hastatus"
"374"	"2020-02-24 00-00-18"	7	4	8e-04	"3.2000000000000001E-2"	4e-04	0.0824	0.0832	42205	-59.58	26875	79375	52500	41900	-59.13	26562	79062	52500	41925	-58.34	26875	79062	52187	41925	-58.34	26875	79062	52187	"Phyllostomus hastatus"
"375"	"2020-02-24 00-00-18"	7	5	4e-04	"2.92E-2"	0	0.1116	0.112	41566	-61.41	14062	74687	60625	41544	-62.11	12500	74687	62187	41566	-61.41	14062	74687	60625	41566	-61.41	14062	74687	60625	"Phyllostomus hastatus"
"376"	"2020-02-24 00-00-18"	7	6	4e-04	"0.39879999999999999"	0	0.5104	0.5108	31547	-60.61	28750	74687	45937	31267	-60.46	28750	75625	46875	31547	-60.61	28750	74687	45937	31547	-60.61	28750	74687	45937	"Phyllostomus hastatus"
"377"	"2020-02-24 00-00-18"	7	7	0.0012	"3.3599999999999998E-2"	4e-04	0.544	0.5452	44064	-59.89	28125	78437	50312	42830	-61.35	24687	75000	50312	43754	-58.18	28125	77187	49062	43754	-58.18	28125	77187	49062	"Phyllostomus hastatus"
"378"	"2020-02-24 00-00-18"	8	1	0.0016	"_"	8e-04	0.0057	0.0073	43748	-52.54	28125	83125	55000	42220	-55.34	27812	84062	56250	42822	-49.37	28125	83125	55000	42822	-49.37	28125	83125	55000	"Phyllostomus hastatus"
"379"	"2020-02-24 00-00-18"	8	2	0.0012	"0.03"	8e-04	0.0357	0.0369	44048	-54.25	28437	85312	56875	43129	-53.86	27812	85625	57812	43450	-51.95	28437	85312	56875	43152	-51.79	28437	85312	56875	"Phyllostomus hastatus"
"380"	"2020-02-24 00-00-18"	8	3	4e-04	"3.1199999999999999E-2"	0	0.0669	0.0673	42193	-55.37	14375	85625	71250	42175	-56.89	14062	85625	71562	42193	-55.37	14375	85625	71250	42193	-55.37	14375	85625	71250	"Phyllostomus hastatus"
"381"	"2020-02-24 00-00-18"	8	4	4e-04	"5.6000000000000001E-2"	0	0.1229	0.1233	43130	-53.82	28750	81250	52500	42836	-54.33	28750	81250	52500	43130	-53.82	28750	81250	52500	43130	-53.82	28750	81250	52500	"Phyllostomus hastatus"
"382"	"2020-02-24 00-00-18"	8	5	0.0012	"9.7600000000000006E-2"	4e-04	0.2205	0.2217	43747	-53.36	28437	80312	51875	43440	-54.95	28437	78437	50000	43723	-51.66	28437	80000	51562	43723	-51.66	28437	80000	51562	"Phyllostomus hastatus"
"383"	"2020-02-24 00-00-18"	8	6	0.0016	"3.4000000000000002E-2"	8e-04	0.2545	0.2561	43448	-52.08	29062	78750	49687	43087	-51.96	29375	75625	46250	43134	-47.39	29375	77187	47812	43134	-47.39	29375	77187	47812	"Phyllostomus hastatus"
"384"	"2020-02-24 00-00-18"	8	7	0.0016	"7.2800000000000004E-2"	8e-04	0.3273	0.3289	44685	-54.17	28750	79062	50312	43123	-54.96	28750	75625	46875	43440	-50.18	28437	77500	49062	43440	-50.18	28437	77500	49062	"Phyllostomus hastatus"
"385"	"2020-02-24 00-00-18"	8	8	4e-04	"3.5999999999999997E-2"	0	0.3633	0.3637	43133	-54.96	29062	68437	39375	43113	-56.12	29062	68437	39375	43133	-54.96	29062	68437	39375	43133	-54.96	29062	68437	39375	"Phyllostomus hastatus"
"386"	"2020-02-24 00-00-18"	8	9	4e-04	"7.1199999999999999E-2"	0	0.4345	0.4349	43750	-54.1	28750	73437	44687	43724	-54.34	28750	73437	44687	43750	-54.1	28750	73437	44687	43750	-54.1	28750	73437	44687	"Phyllostomus hastatus"
"387"	"2020-02-24 00-00-18"	8	10	8e-04	"3.2800000000000003E-2"	4e-04	0.4673	0.4681	43755	-53.35	28437	75937	47500	43718	-54.54	28437	74687	46250	43737	-52.79	28437	74687	46250	43737	-52.79	28437	74687	46250	"Phyllostomus hastatus"
"388"	"2020-02-24 00-00-18"	8	11	0.0012	"4.48E-2"	4e-04	0.5121	0.5133	45640	-51.75	27500	81875	54375	45331	-52.88	27187	84062	56875	45627	-49.79	27500	81875	54375	45627	-49.79	27500	81875	54375	"Phyllostomus hastatus"
"389"	"2020-02-24 00-00-18"	8	12	4e-04	"2.64E-2"	0	0.5385	0.5389	32172	-54.57	28125	76250	48125	32170	-54.77	25937	76562	50625	32172	-54.57	28125	76250	48125	32172	-54.57	28125	76250	48125	"Phyllostomus hastatus"
"390"	"2020-02-24 00-00-18"	8	13	4e-04	"6.2799999999999995E-2"	0	0.6013	0.6017	31284	-55.27	28437	81562	53125	31258	-56.18	28437	81562	53125	31284	-55.27	28437	81562	53125	31284	-55.27	28437	81562	53125	"Phyllostomus hastatus"
"391"	"2020-02-24 00-00-18"	8	14	8e-04	"4.5999999999999999E-2"	4e-04	0.6473	0.6481	32800	-53.71	28750	68125	39375	45022	-53.24	28437	70000	41562	45308	-52.33	28750	68125	39375	45308	-52.33	28750	68125	39375	"Phyllostomus hastatus"
"392"	"2020-02-24 00-00-18"	8	15	0.0012	"6.3200000000000006E-2"	8e-04	0.7105	0.7117	45282	-53.09	28437	65625	37187	44068	-52.06	28437	65625	37187	44994	-50.52	28437	65625	37187	44978	-50.28	28437	65625	37187	"Phyllostomus hastatus"
"393"	"2020-02-24 00-00-18"	8	16	8e-04	"2.8000000000000001E-2"	4e-04	0.7385	0.7393	45006	-54.81	28750	79375	50625	44695	-53.68	28437	64375	35937	44712	-53.17	28750	79062	50312	44712	-53.17	28750	79062	50312	"Phyllostomus hastatus"
"394"	"2020-02-24 00-00-18"	9	1	0.0012	"_"	4e-04	0.0125	0.0137	31559	-58.58	28125	65625	37500	42805	-59.29	28125	68437	40312	31268	-57.09	27812	65312	37500	31268	-57.09	27812	65312	37500	"Phyllostomus hastatus"
"395"	"2020-02-24 00-00-18"	9	2	0.002	"3.8399999999999997E-2"	8e-04	0.0509	0.0529	31885	-60.17	28750	65312	36562	30911	-59.51	27187	75000	47812	31867	-53.05	28437	65000	36562	31867	-53.05	28437	65000	36562	"Phyllostomus hastatus"
"396"	"2020-02-24 00-00-18"	9	3	0.0016	"3.8399999999999997E-2"	4e-04	0.0893	0.0909	32185	-58.01	28750	75937	47187	42188	-58.28	28125	75312	47187	32165	-55.93	28125	76562	48437	32175	-55.82	28125	76250	48125	"Phyllostomus hastatus"
"397"	"2020-02-24 00-00-18"	9	4	0.002	"4.9599999999999998E-2"	8e-04	0.1389	0.1409	32171	-58.06	28750	64375	35625	42495	-60.41	27500	75000	47500	31907	-53.52	28750	75937	47187	31907	-53.52	28750	75937	47187	"Phyllostomus hastatus"
"398"	"2020-02-24 00-00-18"	9	5	0.0012	"3.1199999999999999E-2"	4e-04	0.1701	0.1713	31885	-59.18	27812	79375	51562	42207	-60.21	27187	77812	50625	31884	-57.67	27812	79375	51562	31884	-57.67	27812	79375	51562	"Phyllostomus hastatus"
"399"	"2020-02-24 00-00-18"	10	1	0.0016	"_"	8e-04	0.0108	0.0124	32162	-54.75	28437	74375	45937	42159	-54.37	27812	74375	46562	31891	-52.45	27812	75000	47187	31891	-52.45	27812	75000	47187	"Phyllostomus hastatus"
"400"	"2020-02-24 00-00-18"	10	2	0.002	"0.1164"	0.0012	0.1272	0.1292	45620	-54.19	28750	74062	45312	43114	-53.1	28750	73750	45000	44356	-47.31	28437	74062	45625	43453	-47.1	28437	74062	45625	"Phyllostomus hastatus"
"401"	"2020-02-24 00-00-18"	10	3	0.0012	"6.88E-2"	8e-04	0.196	0.1972	44998	-54.87	27812	80000	52187	42825	-52.6	26562	78125	51562	44380	-52.23	27500	79687	52187	43134	-51.57	27187	78437	51250	"Phyllostomus hastatus"
"402"	"2020-02-24 00-00-18"	10	4	0.0012	"4.2799999999999998E-2"	4e-04	0.2388	0.24	43748	-54.03	27500	79687	52187	41590	-54.52	27187	78125	50937	43431	-52.41	27500	79687	52187	43431	-52.41	27500	79687	52187	"Phyllostomus hastatus"
"403"	"2020-02-24 00-00-18"	10	5	8e-04	"8.0799999999999997E-2"	4e-04	0.3196	0.3204	44689	-53.06	28437	84062	55625	44052	-54.07	28437	85625	57187	44366	-52.51	28437	84375	55937	44366	-52.51	28437	84375	55937	"Phyllostomus hastatus"
"404"	"2020-02-24 00-00-18"	10	6	0.0016	"4.8800000000000003E-2"	8e-04	0.3684	0.37	45928	-54.82	29062	81250	52187	42538	-52.03	28750	84062	55312	45317	-49.47	28750	82500	53750	45317	-49.47	28750	82500	53750	"Phyllostomus hastatus"
"405"	"2020-02-24 00-00-18"	11	1	0.0012	"_"	8e-04	0.0139	0.0151	32510	-59.49	27500	80312	52812	32505	-57.7	27187	80312	53125	32504	-56.56	27500	80312	52812	32503	-55.99	27500	80312	52812	"Phyllostomus hastatus"
"406"	"2020-02-24 00-00-18"	11	2	4e-04	"3.7999999999999999E-2"	0	0.0519	0.0523	43124	-58.02	27500	84687	57187	42821	-57.95	27500	85000	57500	43124	-58.02	27500	84687	57187	43124	-58.02	27500	84687	57187	"Phyllostomus hastatus"
"407"	"2020-02-24 00-00-18"	11	3	4e-04	"5.6399999999999999E-2"	0	0.1083	0.1087	44070	-57.38	28750	79375	50625	44047	-57.4	28437	77812	49375	44070	-57.38	28750	79375	50625	44070	-57.38	28750	79375	50625	"Phyllostomus hastatus"
"408"	"2020-02-24 00-00-18"	11	4	0.0016	"3.5200000000000002E-2"	8e-04	0.1435	0.1451	44381	-57.67	28125	80937	52812	44014	-58.53	27500	84687	57187	44060	-53.39	28125	80937	52812	44060	-53.39	28125	80937	52812	"Phyllostomus hastatus"
"409"	"2020-02-24 00-00-18"	11	5	0.0012	"3.32E-2"	4e-04	0.1767	0.1779	44372	-57.36	27812	81562	53750	43154	-58.41	28125	85312	57187	44063	-55.46	28125	84062	55937	44063	-55.46	28125	84062	55937	"Phyllostomus hastatus"
"410"	"2020-02-24 00-00-18"	11	6	0.0012	"5.6000000000000001E-2"	8e-04	0.2327	0.2339	45946	-57.58	28437	85625	57187	43097	-56.13	28125	86250	58125	45938	-55.2	28125	85937	57812	43123	-54.9	28125	86250	58125	"Phyllostomus hastatus"
"411"	"2020-02-24 00-00-18"	11	7	0.0016	"0.12559999999999999"	8e-04	0.3583	0.3599	31894	-56.49	27812	84375	56562	42501	-57.67	26875	85937	59062	42816	-53.39	27187	85937	58750	42816	-53.39	27187	85937	58750	"Phyllostomus hastatus"
"412"	"2020-02-24 00-00-18"	11	8	0.002	"5.3199999999999997E-2"	8e-04	0.4115	0.4135	45612	-56.91	27812	82187	54375	42523	-57.73	27187	85625	58437	44998	-51.5	27187	85312	58125	44998	-51.5	27187	85312	58125	"Phyllostomus hastatus"
"413"	"2020-02-24 00-00-18"	11	9	0.002	"0.1152"	8e-04	0.5267	0.5287	46251	-56.71	28437	83125	54687	43128	-58.66	28125	85625	57500	45644	-51.7	28125	85000	56875	45644	-51.7	28125	85000	56875	"Phyllostomus hastatus"
"414"	"2020-02-24 00-00-18"	11	10	0.0012	"5.3199999999999997E-2"	4e-04	0.5799	0.5811	44063	-57.7	28125	83125	55000	43135	-58.97	27812	85312	57500	43458	-56.01	28125	85000	56875	43458	-56.01	28125	85000	56875	"Phyllostomus hastatus"
"415"	"2020-02-24 00-00-18"	11	11	0.0012	"0.30280000000000001"	4e-04	0.8827	0.8839	32475	-56.41	28750	84375	55625	43156	-59.09	28750	85937	57187	32469	-55.73	28750	84687	55937	32469	-55.73	28750	84687	55937	"Phyllostomus hastatus"
"416"	"2020-02-24 00-00-18"	11	12	4e-04	"0.28599999999999998"	0	1.1687	1.1691	32465	-59.45	15000	81562	66562	43171	-60.03	17500	82812	65312	32465	-59.45	15000	81562	66562	32465	-59.45	15000	81562	66562	"Phyllostomus hastatus"
"417"	"2020-02-24 00-00-18"	12	1	0.0012	"_"	8e-04	0.0063	0.0075	32772	-51.87	29062	80000	50937	32541	-51.59	28750	80000	51250	32543	-49.51	29062	80000	50937	32540	-49.41	28750	80000	51250	"Phyllostomus hastatus"
