"File"	"Group"	"X."	"duration"	"interval"	"disttomax"	"start.time"	"end.time"	"peak.freq.start."	"peak.ampl.start."	"min.freq.start."	"max.freq.start."	"bandw.start."	"peak.freq.end."	"peak.ampl.end."	"min.freq.end."	"max.freq.end."	"bandw.end."	"peak.freq.centre."	"peak.ampl.centre."	"min.freq.centre."	"max.freq.centre."	"bandw.centre."	"peak.freq.max."	"peak.ampl.max."	"min.freq.max."	"max.freq.max."	"bandw.max."	"Especie"
"650"	"2020-02-24 22-12-22"	1	1	0.0024	"_"	0.0012	0.0067	0.0091	65279	-57.47	51562	90000	38437	67273	-59.49	49375	90312	40937	67259	-48.66	49687	90312	40625	67259	-48.66	49687	90312	40625	"Artibeus aequatorialis"
"651"	"2020-02-24 22-12-22"	1	2	0.002	"2.0799999999999999E-2"	8e-04	0.0275	0.0295	65577	-56.09	48437	87812	39375	65649	-57.92	48125	88125	40000	65604	-50.08	48437	87812	39375	65604	-50.08	48437	87812	39375	"Artibeus aequatorialis"
"652"	"2020-02-24 22-12-22"	1	3	0.002	"2.12E-2"	0.0012	0.0487	0.0507	62778	-59.47	47500	95000	47500	64921	-58.55	47812	97500	49687	60980	-52.27	48125	95000	46875	60983	-52.18	48125	97187	49062	"Artibeus aequatorialis"
"653"	"2020-02-24 22-12-22"	1	4	0.0016	"5.04E-2"	8e-04	0.0991	0.1007	65632	-56.96	50312	94375	44062	65852	-59.05	47812	94687	46875	65854	-53.65	49687	94375	44687	65854	-53.65	49687	94375	44687	"Artibeus aequatorialis"
"654"	"2020-02-24 22-12-22"	1	5	0.0016	"2.4400000000000002E-2"	8e-04	0.1235	0.1251	81557	-60.13	48750	101562	52812	79006	-58.33	47812	101875	54062	79049	-54.79	48125	101875	53750	79049	-54.79	48125	101875	53750	"Artibeus aequatorialis"
"655"	"2020-02-24 22-12-22"	1	6	0.0016	"3.7999999999999999E-2"	8e-04	0.1615	0.1631	81546	-56.5	51875	108750	56875	80968	-58.95	50312	109375	59062	81237	-53.09	50625	109062	58437	81237	-53.09	50625	109062	58437	"Artibeus aequatorialis"
"656"	"2020-02-24 22-12-22"	1	7	0.002	"3.04E-2"	8e-04	0.1919	0.1939	81885	-58.06	57500	107187	49687	77546	-59.44	59375	103437	44062	77853	-51.81	58125	107187	49062	77853	-51.81	58125	107187	49062	"Artibeus aequatorialis"
"657"	"2020-02-24 22-12-22"	1	8	0.002	"2.4799999999999999E-2"	0.0012	0.2167	0.2187	79677	-58.91	58750	111875	53125	79036	-56.89	60625	100312	39687	79063	-50.99	59375	100625	41250	79051	-50.59	59687	100312	40625	"Artibeus aequatorialis"
"658"	"2020-02-24 22-12-22"	1	9	0.0012	"6.4399999999999999E-2"	4e-04	0.2811	0.2823	78421	-57.58	59687	97187	37500	73131	-58.3	60312	93437	33125	78407	-55.74	60000	97187	37187	78407	-55.74	60000	97187	37187	"Artibeus aequatorialis"
"659"	"2020-02-24 22-12-22"	1	10	0.0012	"4.2000000000000003E-2"	4e-04	0.3231	0.3243	77234	-59.35	50312	94687	44375	75891	-60.04	50000	93437	43437	77486	-57.36	50000	94687	44687	77486	-57.36	50000	94687	44687	"Artibeus aequatorialis"
"660"	"2020-02-24 22-12-22"	2	1	0.002	"_"	8e-04	0.0086	0.0106	67214	-66.61	50312	89375	39062	67162	-70.42	13437	89687	76250	67205	-61	50625	89375	38750	67205	-61	50625	89375	38750	"Artibeus aequatorialis"
"661"	"2020-02-24 22-12-22"	2	2	0.0024	"0.03"	0.0012	0.0386	0.041	74094	-69.38	51562	95625	44062	68778	-69.63	53437	95000	41562	68143	-58.81	51875	93125	41250	68143	-58.81	51875	93125	41250	"Artibeus aequatorialis"
"662"	"2020-02-24 22-12-22"	3	1	0.002	"_"	8e-04	0.0102	0.0122	81553	-65.31	59062	105937	46875	81586	-66.97	62500	105625	43125	81566	-58.7	59687	105625	45937	81566	-58.7	59687	105625	45937	"Artibeus aequatorialis"
"663"	"2020-02-24 22-12-22"	3	2	0.0016	"0.1212"	8e-04	0.1314	0.133	82481	-65.54	60000	103750	43750	82463	-69.97	60937	103750	42812	82469	-62.94	60625	103750	43125	82469	-62.94	60625	103750	43125	"Artibeus aequatorialis"
"664"	"2020-02-24 22-12-22"	3	3	0.002	"0.1176"	8e-04	0.249	0.251	81551	-64.02	59687	100312	40625	79705	-68.87	56250	100312	44062	81550	-58.74	60000	100312	40312	81550	-58.74	60000	100312	40312	"Artibeus aequatorialis"
"665"	"2020-02-24 22-12-22"	4	1	8e-04	"_"	4e-04	0.0064	0.0072	73117	-68.42	47187	94687	47500	65672	-68.25	48750	93125	44375	73119	-67.31	50625	93125	42500	73119	-67.31	50625	93125	42500	"Artibeus aequatorialis"
"666"	"2020-02-24 22-12-22"	4	2	0.002	"2.52E-2"	8e-04	0.0316	0.0336	78794	-64.81	49687	95312	45625	68783	-66.16	54375	94687	40312	79029	-58.83	50000	95312	45312	79029	-58.83	50000	95312	45312	"Artibeus aequatorialis"
"667"	"2020-02-24 22-12-22"	4	3	0.0024	"4.3200000000000002E-2"	0.0012	0.0748	0.0772	79983	-68.3	55000	94062	39062	80076	-70.27	20000	94062	74062	80003	-58.46	55937	94062	38125	80003	-58.46	55937	94062	38125	"Artibeus aequatorialis"
"668"	"2020-02-24 22-12-22"	4	4	0.0012	"2.5600000000000001E-2"	8e-04	0.1004	0.1016	71604	-66.29	49062	96562	47500	72167	-66.03	49375	93750	44375	71871	-63.95	52500	96562	44062	71887	-63.88	52500	96250	43750	"Artibeus aequatorialis"
"669"	"2020-02-24 22-12-22"	4	5	8e-04	"2.3599999999999999E-2"	4e-04	0.124	0.1248	79014	-69.21	61875	90937	29062	79018	-68.87	61875	90937	29062	79013	-67.94	61875	90937	29062	79013	-67.94	61875	90937	29062	"Artibeus aequatorialis"
"670"	"2020-02-24 22-12-22"	4	6	8e-04	"3.2800000000000003E-2"	4e-04	0.1568	0.1576	76832	-67.99	62812	89062	26250	76825	-69.38	60625	89062	28437	76828	-67.62	62812	89062	26250	76828	-67.62	62812	89062	26250	"Artibeus aequatorialis"
"671"	"2020-02-24 22-12-22"	4	7	0.0016	"2.24E-2"	8e-04	0.1792	0.1808	78114	-66.18	55625	91250	35625	78350	-69.65	49687	91250	41562	78362	-63.52	55937	91250	35312	78362	-63.52	55937	91250	35312	"Artibeus aequatorialis"
"672"	"2020-02-24 22-12-22"	4	8	0.0012	"3.7199999999999997E-2"	4e-04	0.2164	0.2176	74417	-67.58	57812	90000	32187	74106	-69.38	58437	89687	31250	74398	-65.95	58125	89687	31562	74398	-65.95	58125	89687	31562	"Artibeus aequatorialis"
"673"	"2020-02-24 22-12-22"	5	1	0.0012	"_"	8e-04	0.0066	0.0078	82189	-59.44	56250	98437	42187	82448	-58	56562	98125	41562	82194	-56.61	56250	98437	42187	82200	-56.18	56562	98125	41562	"Artibeus aequatorialis"
"674"	"2020-02-24 22-12-22"	5	2	0.0016	"3.4000000000000002E-2"	8e-04	0.0406	0.0422	82825	-56.16	56250	96875	40625	82850	-59.01	58437	96562	38125	82837	-52.92	56562	96875	40312	82837	-52.92	56562	96875	40312	"Artibeus aequatorialis"
"675"	"2020-02-24 22-12-22"	5	3	0.002	"4.8000000000000001E-2"	8e-04	0.0886	0.0906	81582	-55.39	56562	97812	41250	81646	-60.33	60000	98125	38125	81602	-50.15	56875	98125	41250	81602	-50.15	56875	98125	41250	"Artibeus aequatorialis"
"676"	"2020-02-24 22-12-22"	5	4	0.002	"2.5999999999999999E-2"	8e-04	0.1146	0.1166	84038	-54.75	55625	96875	41250	84087	-59.8	56250	97500	41250	84047	-49.49	55937	97187	41250	84047	-49.49	55937	97187	41250	"Artibeus aequatorialis"
"677"	"2020-02-24 22-12-22"	5	5	0.002	"2.5600000000000001E-2"	8e-04	0.1402	0.1422	69082	-57.49	52812	93750	40937	69064	-58.35	55000	90625	35625	69072	-50.58	54375	93437	39062	69072	-50.58	54375	93437	39062	"Artibeus aequatorialis"
"678"	"2020-02-24 22-12-22"	5	6	8e-04	"3.56E-2"	4e-04	0.1758	0.1766	79990	-59.43	49375	100312	50937	77508	-57.86	49375	100312	50937	79993	-57.49	49375	100312	50937	79993	-57.49	49375	100312	50937	"Artibeus aequatorialis"
"679"	"2020-02-24 22-12-22"	5	7	0.002	"0.02"	0.0012	0.1958	0.1978	68167	-58.27	54375	95937	41562	67834	-54.17	55937	95000	39062	68149	-49.21	55312	95625	40312	68140	-48.52	55625	95625	40000	"Artibeus aequatorialis"
"680"	"2020-02-24 22-12-22"	5	8	4e-04	"1.5599999999999999E-2"	0	0.2114	0.2118	24908	-60.21	12812	41875	29062	24910	-61.15	11250	42187	30937	24908	-60.21	12812	41875	29062	24908	-60.21	12812	41875	29062	"Artibeus aequatorialis"
"681"	"2020-02-24 22-12-22"	5	9	8e-04	"2.8799999999999999E-2"	4e-04	0.2402	0.241	81565	-58.04	53125	101875	48750	81569	-57.84	53437	102187	48750	81567	-56.8	53437	101875	48437	81567	-56.8	53437	101875	48437	"Artibeus aequatorialis"
"682"	"2020-02-24 22-12-22"	5	10	0.0016	"1.8800000000000001E-2"	8e-04	0.259	0.2606	80969	-56.98	60625	97812	37187	78082	-57.19	60937	98437	37500	77839	-52.57	60937	98125	37187	77839	-52.57	60937	98125	37187	"Artibeus aequatorialis"
"683"	"2020-02-24 22-12-22"	5	11	0.0016	"2.0400000000000001E-2"	8e-04	0.2794	0.281	80025	-57.26	55625	98437	42812	67845	-58.64	58437	98125	39687	74660	-53.67	58125	98437	40312	74660	-53.67	58125	98437	40312	"Artibeus aequatorialis"
"684"	"2020-02-24 22-12-22"	6	1	0.0016	"_"	8e-04	0.0195	0.0211	85315	-68.47	22812	98125	75312	82816	-63.92	60937	98750	37812	83127	-61.42	60937	98437	37500	83127	-61.42	60937	98437	37500	"Artibeus aequatorialis"
"685"	"2020-02-24 22-12-22"	6	2	0.0012	"2.6800000000000001E-2"	4e-04	0.0463	0.0475	81879	-65.14	64687	97187	32500	81869	-68.49	22812	97500	74687	81876	-63.89	64687	97187	32500	81876	-63.89	64687	97187	32500	"Artibeus aequatorialis"
"686"	"2020-02-24 22-12-22"	6	3	0.0024	"1.7600000000000001E-2"	0.0012	0.0639	0.0663	84373	-68.52	55937	1e+05	44062	84995	-67.62	59687	100937	41250	84683	-56.72	59687	97812	38125	84683	-56.72	59687	97812	38125	"Artibeus aequatorialis"
"687"	"2020-02-24 22-12-22"	6	4	0.002	"2.76E-2"	8e-04	0.0915	0.0935	83748	-65.21	57187	98125	40937	83731	-65.37	57500	99375	41875	83742	-57.8	57500	98437	40937	83742	-57.8	57500	98437	40937	"Artibeus aequatorialis"
"688"	"2020-02-24 22-12-22"	7	1	4e-04	"_"	0	0.014	0.0144	79044	-64.05	65937	101562	35625	78768	-64.75	65937	101562	35625	79044	-64.05	65937	101562	35625	79044	-64.05	65937	101562	35625	"Artibeus aequatorialis"
"689"	"2020-02-24 22-12-22"	7	2	0.002	"2.5600000000000001E-2"	8e-04	0.0396	0.0416	84987	-58.79	60000	97812	37812	80651	-63.61	60625	98750	38125	80934	-53.59	60312	98750	38437	80934	-53.59	60312	98750	38437	"Artibeus aequatorialis"
"690"	"2020-02-24 22-12-22"	7	3	4e-04	"2.9600000000000001E-2"	0	0.0692	0.0696	78741	-64.94	55937	96250	40312	78462	-64.2	55937	96250	40312	78741	-64.94	55937	96250	40312	78741	-64.94	55937	96250	40312	"Artibeus aequatorialis"
"691"	"2020-02-24 22-12-22"	8	1	0.0016	"_"	8e-04	0.0296	0.0312	78463	-62.25	53750	99687	45937	74989	-65.04	52187	99375	47187	78453	-58.91	52500	99687	47187	78453	-58.91	52500	99687	47187	"Artibeus aequatorialis"
"692"	"2020-02-24 22-12-22"	8	2	8e-04	"5.5199999999999999E-2"	4e-04	0.0848	0.0856	77802	-66.1	51562	95312	43750	77811	-65.92	51250	95625	44375	77808	-64.86	51250	95312	44062	77808	-64.86	51250	95312	44062	"Artibeus aequatorialis"
"693"	"2020-02-24 22-12-22"	8	3	0.002	"8.5199999999999998E-2"	8e-04	0.17	0.172	80937	-60.09	56562	99062	42500	78754	-59.95	58125	97187	39062	80622	-52.87	57500	96875	39375	80622	-52.87	57500	96875	39375	"Artibeus aequatorialis"
"694"	"2020-02-24 22-12-22"	9	1	0.0016	"_"	8e-04	0.0123	0.0139	80591	-61.79	47500	99062	51562	72480	-60.29	47500	97812	50312	72793	-56.82	47500	97812	50312	72793	-56.82	47500	97812	50312	"Artibeus aequatorialis"
"695"	"2020-02-24 22-12-22"	9	2	0.002	"2.4799999999999999E-2"	8e-04	0.0371	0.0391	82189	-58.4	48437	102500	54062	82469	-60.83	47812	102187	54375	82426	-52.42	48437	102500	54062	82426	-52.42	48437	102500	54062	"Artibeus aequatorialis"
"696"	"2020-02-24 22-12-22"	9	3	0.0024	"2.5999999999999999E-2"	0.0012	0.0631	0.0655	83083	-62.54	49062	99375	50312	82915	-61.18	56562	96562	40000	83081	-51.34	55312	99375	44062	83081	-51.34	55312	99375	44062	"Artibeus aequatorialis"
"697"	"2020-02-24 22-12-22"	9	4	0.002	"3.9600000000000003E-2"	8e-04	0.1027	0.1047	82805	-60.3	53125	94062	40937	82791	-62.43	50625	94375	43750	82802	-53.92	53437	94062	40625	82802	-53.92	53437	94062	40625	"Artibeus aequatorialis"
"698"	"2020-02-24 22-12-22"	10	1	0.002	"_"	8e-04	0.0046	0.0066	85325	-63.56	48750	105312	56562	74272	-68.52	46875	105312	58437	85335	-58.72	48750	105312	56562	85335	-58.72	48750	105312	56562	"Artibeus aequatorialis"
"699"	"2020-02-24 22-12-22"	10	2	0.002	"2.24E-2"	0.0012	0.027	0.029	75314	-66.03	49062	100937	51875	75256	-64.77	47500	98437	50937	75284	-58.53	48750	100625	51875	75271	-58.37	48750	98437	49687	"Artibeus aequatorialis"
"700"	"2020-02-24 22-12-22"	10	3	0.002	"2.0799999999999999E-2"	8e-04	0.0478	0.0498	74687	-64.8	48437	94687	46250	75227	-67.02	45625	102500	56875	74978	-58.52	48750	92187	43437	74978	-58.52	48750	92187	43437	"Artibeus aequatorialis"
"701"	"2020-02-24 22-12-22"	10	4	0.002	"4.24E-2"	0.0012	0.0902	0.0922	78759	-68.54	49375	101250	51875	74664	-66.69	48437	100937	52500	78449	-60.93	49375	100937	51562	78428	-60.74	49062	100937	51875	"Artibeus aequatorialis"
"702"	"2020-02-24 22-12-22"	10	5	0.002	"2.2800000000000001E-2"	0.0012	0.113	0.115	79366	-69.38	32187	96562	64375	73384	-65.95	50937	93750	42812	79347	-61.35	31875	94062	62187	73409	-60.75	50625	94062	43437	"Artibeus aequatorialis"
"703"	"2020-02-24 22-12-22"	10	6	0.0024	"2.24E-2"	0.0012	0.1354	0.1378	76257	-68.15	50312	94687	44375	68447	-63.54	59062	92500	33437	68743	-55.75	54062	92500	38437	68743	-55.75	54062	92500	38437	"Artibeus aequatorialis"
"704"	"2020-02-24 22-12-45"	1	1	0.0016	"_"	8e-04	0.0109	0.0125	64302	-63.78	48750	114687	65937	73405	-65.09	49062	114375	65312	73119	-60.02	48750	114375	65625	73119	-60.02	48750	114375	65625	"Artibeus aequatorialis"
"705"	"2020-02-24 22-12-45"	1	2	0.0016	"2.24E-2"	8e-04	0.0333	0.0349	69763	-62.7	47500	105625	58125	74041	-62.66	47812	104375	56562	69948	-58.21	47812	105312	57500	69948	-58.21	47812	105312	57500	"Artibeus aequatorialis"
"706"	"2020-02-24 22-12-45"	2	1	0.0024	"2.24E-2"	0.0012	0.0557	0.0581	65881	-62.59	49062	86875	37812	65917	-65.77	49687	86562	36875	65955	-54.68	49062	86562	37500	65955	-54.68	49062	86562	37500	"Artibeus aequatorialis"
"707"	"2020-02-24 22-12-45"	2	2	0.002	"4.8000000000000001E-2"	8e-04	0.1037	0.1057	65872	-64.72	49375	88437	39062	65965	-65.31	48437	88125	39687	65916	-58.45	48437	88437	40000	65916	-58.45	48437	88437	40000	"Artibeus aequatorialis"
"708"	"2020-02-24 22-12-45"	2	3	0.002	"2.4E-2"	0.0012	0.1277	0.1297	65923	-64.85	49375	88750	39375	66190	-62.2	48125	88750	40625	65970	-57.15	48437	88750	40312	65999	-56.72	48437	88750	40312	"Artibeus aequatorialis"
"709"	"2020-02-24 22-12-45"	2	4	0.0024	"3.56E-2"	0.0012	0.1633	0.1657	65292	-62.34	50000	93125	43125	69479	-64.51	59375	1e+05	40625	69448	-53.57	54375	93125	38750	69448	-53.57	54375	93125	38750	"Artibeus aequatorialis"
"710"	"2020-02-24 22-12-45"	2	5	0.002	"2.4799999999999999E-2"	8e-04	0.1881	0.1901	64409	-62.91	50000	85625	35625	68532	-67.02	48750	85937	37187	64425	-58.01	49687	85937	36250	64425	-58.01	49687	85937	36250	"Artibeus aequatorialis"
"711"	"2020-02-24 22-12-45"	2	6	0.002	"2.4E-2"	8e-04	0.2121	0.2141	65395	-64.94	49062	92500	43437	65705	-66.89	49687	90312	40625	67572	-59.69	49062	90625	41562	67572	-59.69	49062	90625	41562	"Artibeus aequatorialis"
"712"	"2020-02-24 22-12-45"	2	7	0.0016	"3.2800000000000003E-2"	8e-04	0.2449	0.2465	70704	-67.4	49375	94062	44687	66581	-66.99	48437	94375	45937	70929	-62.81	49375	94375	45000	70929	-62.81	49375	94375	45000	"Artibeus aequatorialis"
"713"	"2020-02-24 22-12-45"	2	8	0.002	"2.0400000000000001E-2"	8e-04	0.2653	0.2673	65041	-63.22	49375	92500	43125	74070	-64.34	50000	90000	40000	74691	-56.7	49687	92187	42500	74691	-56.7	49687	92187	42500	"Artibeus aequatorialis"
"714"	"2020-02-24 22-12-45"	2	9	8e-04	"3.6799999999999999E-2"	4e-04	0.3021	0.3029	63741	-67.08	47812	108125	60312	73069	-66.79	47500	107812	60312	73080	-66.18	47500	107812	60312	73080	-66.18	47500	107812	60312	"Artibeus aequatorialis"
"715"	"2020-02-24 22-12-45"	2	10	8e-04	"2.0400000000000001E-2"	4e-04	0.3225	0.3233	61569	-66.1	48437	106562	58125	61584	-66.75	48125	106875	58750	61574	-65.31	48437	106875	58437	61574	-65.31	48437	106875	58437	"Artibeus aequatorialis"
"716"	"2020-02-24 22-12-45"	2	11	0.0012	"5.5599999999999997E-2"	4e-04	0.3781	0.3793	64430	-66.43	49375	105000	55625	64545	-66.63	49062	108125	59062	64445	-64.39	49375	108125	58750	64445	-64.39	49375	108125	58750	"Artibeus aequatorialis"
"717"	"2020-02-24 22-12-45"	2	12	8e-04	"3.6799999999999999E-2"	4e-04	0.4149	0.4157	65883	-65.75	49687	104062	54375	70925	-65.3	49375	104375	55000	65913	-64.93	49375	104375	55000	65913	-64.93	49375	104375	55000	"Artibeus aequatorialis"
"718"	"2020-02-24 22-12-45"	2	13	0.0016	"2.1600000000000001E-2"	8e-04	0.4365	0.4381	65891	-67.51	50312	96562	46250	66007	-65.99	49687	99062	49375	65939	-62.59	50000	96562	46562	65939	-62.59	50000	96562	46562	"Artibeus aequatorialis"
"719"	"2020-02-24 22-12-45"	2	14	4e-04	"3.7199999999999997E-2"	0	0.4737	0.4741	63175	-67.02	11250	106250	95000	63183	-68.1	11250	106562	95312	63175	-67.02	11250	106250	95000	63175	-67.02	11250	106250	95000	"Artibeus aequatorialis"
"720"	"2020-02-24 22-12-45"	2	15	4e-04	"2.3199999999999998E-2"	0	0.4969	0.4973	64305	-66.07	49687	105000	55312	64336	-66.57	49375	105312	55937	64305	-66.07	49687	105000	55312	64305	-66.07	49687	105000	55312	"Artibeus aequatorialis"
"721"	"2020-02-24 22-12-45"	2	16	4e-04	"3.9199999999999999E-2"	0	0.5361	0.5365	63146	-66.91	11250	106875	95625	63148	-66.83	11250	106875	95625	63146	-66.91	11250	106875	95625	63146	-66.91	11250	106875	95625	"Artibeus aequatorialis"
"722"	"2020-02-24 22-12-45"	2	17	0.0012	"0.02"	8e-04	0.5561	0.5573	63383	-66.83	49687	97187	47500	65061	-66.87	48750	99687	50937	63369	-64.94	49062	99687	50625	65036	-64.88	48750	99687	50937	"Artibeus aequatorialis"
"723"	"2020-02-24 22-12-45"	2	18	4e-04	"3.4799999999999998E-2"	0	0.5909	0.5913	68128	-67.53	15937	98750	82812	68169	-68.01	10937	98750	87812	68128	-67.53	15937	98750	82812	68128	-67.53	15937	98750	82812	"Artibeus aequatorialis"
"724"	"2020-02-24 22-12-45"	3	1	0.0016	"_"	8e-04	0.0067	0.0083	81556	-63.23	54687	97812	43125	80341	-65.06	55625	97500	41875	80938	-59.51	55312	97500	42187	80938	-59.51	55312	97500	42187	"Artibeus aequatorialis"
"725"	"2020-02-24 22-12-45"	3	2	0.0024	"2.9600000000000001E-2"	0.0012	0.0363	0.0387	83742	-65.13	55000	99687	44687	78441	-67.82	56875	99687	42812	83737	-54.91	57187	99687	42500	83737	-54.91	57187	99687	42500	"Artibeus aequatorialis"
"726"	"2020-02-24 22-12-45"	4	1	0.002	"_"	8e-04	0.0063	0.0083	84709	-58.27	56562	1e+05	43437	84712	-58.92	56562	1e+05	43437	84707	-51.23	56562	1e+05	43437	84707	-51.23	56562	1e+05	43437	"Artibeus aequatorialis"
"727"	"2020-02-24 22-12-45"	4	2	0.0024	"2.6800000000000001E-2"	0.0012	0.0331	0.0355	67177	-60.26	55937	99687	43750	67416	-61.94	51562	99062	47500	67218	-50.44	51562	99375	47812	67218	-50.44	51562	99375	47812	"Artibeus aequatorialis"
"728"	"2020-02-24 22-12-45"	5	1	0.002	"_"	8e-04	0.0056	0.0076	83447	-57.78	56250	100625	44375	83479	-62.13	57187	100625	43437	83455	-52.16	56562	100625	44062	83455	-52.16	56562	100625	44062	"Artibeus aequatorialis"
"729"	"2020-02-24 22-12-45"	5	2	0.0024	"2.4E-2"	0.0012	0.0296	0.032	82804	-63.34	54375	97812	43437	78440	-63.11	56250	94687	38437	73764	-52.56	55000	97500	42500	73764	-52.56	55000	97500	42500	"Artibeus aequatorialis"
"730"	"2020-02-24 22-12-45"	5	3	0.002	"2.2800000000000001E-2"	0.0012	0.0524	0.0544	75307	-61.41	51562	93125	41562	74685	-61.05	55312	93125	37812	74690	-54.13	53750	93125	39375	74687	-54.1	53750	93125	39375	"Artibeus aequatorialis"
"731"	"2020-02-24 22-12-45"	5	4	0.002	"2.4799999999999999E-2"	0.0012	0.0772	0.0792	81894	-63.11	54375	95000	40625	78094	-59.55	56562	95312	38750	82179	-54.4	55937	95312	39375	78096	-53.79	55937	95312	39375	"Artibeus aequatorialis"
"732"	"2020-02-24 22-12-45"	5	5	0.0024	"2.1600000000000001E-2"	0.0012	0.0988	0.1012	79704	-63.01	52187	95625	43437	72820	-63.78	16875	95312	78437	79983	-52.36	55312	95625	40312	79983	-52.36	55312	95625	40312	"Artibeus aequatorialis"
"733"	"2020-02-24 22-12-45"	5	6	0.0024	"0.02"	0.0012	0.1188	0.1212	76906	-60.87	51875	92812	40937	73661	-60.31	54687	92500	37812	77148	-49.94	52500	92812	40312	77148	-49.94	52500	92812	40312	"Artibeus aequatorialis"
"734"	"2020-02-24 22-12-45"	5	7	0.0024	"2.0400000000000001E-2"	0.0012	0.1392	0.1416	75635	-62.77	42812	90937	48125	64737	-60.27	41250	90000	48750	64717	-51.05	41562	90937	49375	64717	-51.05	41562	90937	49375	"Artibeus aequatorialis"
"735"	"2020-02-24 22-12-45"	6	1	0.0024	"_"	0.0012	0.0061	0.0085	77191	-61.75	53437	96250	42812	73157	-62.04	55312	95625	40312	77489	-51.14	54687	95937	41250	77489	-51.14	54687	95937	41250	"Artibeus aequatorialis"
"736"	"2020-02-24 22-12-45"	6	2	0.002	"2.12E-2"	0.0012	0.0273	0.0293	77196	-58.93	50937	94062	43125	77446	-57.88	54062	94375	40312	77221	-51.46	51875	94062	42187	77449	-51.31	53750	94062	40312	"Artibeus aequatorialis"
"737"	"2020-02-24 22-12-45"	6	3	0.0024	"2.0799999999999999E-2"	0.0012	0.0481	0.0505	67817	-64.33	10625	91875	81250	67217	-58.81	61562	90937	29375	67508	-50.41	58125	91875	33750	67508	-50.41	58125	91875	33750	"Artibeus aequatorialis"
"738"	"2020-02-24 22-12-45"	7	1	0.0024	"_"	0.0012	0.0099	0.0123	65057	-64.65	48437	100312	51875	62801	-68.2	49375	95312	45937	71516	-56.85	48437	96250	47812	71516	-56.85	48437	96250	47812	"Artibeus aequatorialis"
"739"	"2020-02-24 22-12-45"	7	2	0.0024	"2.4E-2"	8e-04	0.0339	0.0363	63732	-62.63	50312	109687	59375	66568	-67.27	50937	109062	58125	63763	-55.67	50312	109687	59375	63751	-55.61	50312	109687	59375	"Artibeus aequatorialis"
"740"	"2020-02-24 22-12-45"	7	3	0.0024	"1.8800000000000001E-2"	0.0012	0.0527	0.0551	67799	-65.63	49062	88125	39062	67546	-62.95	56250	88437	32187	67781	-54.22	51562	88125	36562	67781	-54.22	51562	88125	36562	"Artibeus aequatorialis"
"741"	"2020-02-24 22-12-45"	7	4	0.0016	"2.3199999999999998E-2"	8e-04	0.0759	0.0775	66894	-64.65	46250	108750	62500	66211	-66.29	49062	100312	51250	66253	-61.34	47500	104687	57187	66253	-61.34	47500	104687	57187	"Artibeus aequatorialis"
"742"	"2020-02-24 22-12-45"	7	5	0.002	"2.7199999999999998E-2"	8e-04	0.1031	0.1051	70938	-65.09	47187	114375	67187	71214	-67.96	38125	95312	57187	70922	-60.27	47812	106875	59062	70922	-60.27	47812	106875	59062	"Artibeus aequatorialis"
"743"	"2020-02-24 22-12-45"	7	6	0.002	"1.9599999999999999E-2"	0.0012	0.1227	0.1247	65552	-63.61	48750	92812	44062	73779	-63.33	49375	87812	38437	73770	-58.09	48750	92812	44062	73776	-57.54	49062	87500	38437	"Artibeus aequatorialis"
"744"	"2020-02-24 22-32-34"	1	1	4e-04	"_"	0	0.0109	0.0113	110651	-74.59	80625	136875	56250	110657	-74.15	80312	136875	56562	110651	-74.59	80625	136875	56250	110651	-74.59	80625	136875	56250	"Platyrrhinus helleri"
"745"	"2020-02-24 22-32-34"	1	2	0.0016	"1.4E-2"	8e-04	0.0249	0.0265	111533	-72.67	78125	137187	59062	111564	-72.59	79062	137187	58125	111548	-67.94	79375	137187	57812	111548	-67.94	79375	137187	57812	"Platyrrhinus helleri"
"746"	"2020-02-24 22-32-34"	1	3	0.0012	"2.5999999999999999E-2"	4e-04	0.0509	0.0521	114055	-71.58	80937	136250	55312	119079	-73.51	80937	138750	57812	114063	-69.91	80937	136250	55312	114063	-69.91	80937	136250	55312	"Platyrrhinus helleri"
"747"	"2020-02-24 22-32-34"	1	4	0.0016	"1.44E-2"	8e-04	0.0653	0.0669	113757	-71.47	80000	138125	58125	119382	-73.08	77500	137812	60312	119385	-67.53	80312	137812	57500	119385	-67.53	80312	137812	57500	"Platyrrhinus helleri"
"748"	"2020-02-24 22-32-34"	2	1	0.0012	"_"	4e-04	0.0047	0.0059	120316	-75.82	79375	136562	57187	115627	-77.32	79375	137812	58437	120315	-74.05	79375	136562	57187	120315	-74.05	79375	136562	57187	"Platyrrhinus helleri"
"749"	"2020-02-24 22-32-34"	2	2	0.002	"2.24E-2"	8e-04	0.0271	0.0291	111887	-77.25	75937	138125	62187	119107	-78.73	75625	137812	62187	111885	-70.77	78437	137812	59375	111885	-70.77	78437	137812	59375	"Platyrrhinus helleri"
"750"	"2020-02-24 22-32-34"	2	3	0.0016	"2.3599999999999999E-2"	8e-04	0.0507	0.0523	117187	-75.7	79062	136562	57500	110935	-77.89	78750	139375	60625	116253	-72.28	79062	136562	57500	116253	-72.28	79062	136562	57500	"Platyrrhinus helleri"
